score,class,pred
1.0289016962051392,0,0
0.9285714030265808,0,0
1.0489130020141602,0,0
1.1065088510513306,0,0
0.9956521987915039,0,0
1.0858895778656006,0,0
0.9653179049491882,0,0
1.0181818008422852,0,0
1.09944748878479,0,0
1.1302083730697632,0,0
1.049723744392395,0,0
1.0347222089767456,0,0
1.012195110321045,0,0
1.0271738767623901,0,0
0.9792746305465698,0,0
1.0531915426254272,0,0
1.0994151830673218,0,0
1.0114285945892334,0,0
1.212499976158142,0,0
1.0157067775726318,0,0
1.0125000476837158,0,0
1.0508474111557007,0,0
1.0399999618530273,0,0
1.0225988626480103,0,0
1.1233766078948975,0,0
1.0,0,0
1.0355029106140137,0,0
1.019736886024475,0,0
0.9836956262588501,0,0
1.0314135551452637,0,0
1.0614525079727173,0,0
1.1173183917999268,0,0
1.0178571939468384,0,0
1.070270299911499,0,0
1.0517241954803467,0,0
1.0594594478607178,0,0
1.0654761791229248,0,0
1.0465116500854492,0,0
0.9939393997192383,0,0
1.0308642387390137,0,0
1.048387050628662,0,0
1.0176470279693604,0,0
1.0724637508392334,0,0
1.0540540218353271,0,0
1.1058200597763062,0,0
1.090395450592041,0,0
1.092024564743042,0,0
1.0206185579299927,0,0
1.0,0,0
1.006993055343628,0,0
0.9652777910232544,0,0
1.0537633895874023,0,0
1.0677965879440308,0,0
1.1123595237731934,0,0
1.0444444417953491,0,0
1.0333333015441895,0,0
1.0056179761886597,0,0
1.0231213569641113,0,0
1.03125,0,0
1.0643564462661743,0,0
1.047619104385376,0,0
1.0147783756256104,0,0
0.9636363387107849,0,0
1.0391061305999756,0,0
1.0324674844741821,0,0
1.0251572132110596,0,0
1.044585943222046,0,0
1.1147540807724,0,0
1.0051813125610352,0,0
0.9659090638160706,0,0
1.0985915660858154,0,0
1.0320513248443604,0,0
1.0333333015441895,0,0
1.0167597532272339,0,0
0.9725274443626404,0,0
1.0882352590560913,0,0
0.9940828680992126,0,0
1.0872483253479004,0,0
1.0546448230743408,0,0
1.0609755516052246,0,0
